Title,Vendor,Category,Sub Category,Guidance,Price,Prerequisite,
Adobe Experience Manager DevOps Engineer Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites Architect Master,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Standard Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Classic Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Audience Manager Business Practitioner Expert,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites ArchitectÂ Master Renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Campaign Standard Business Practitioner Expert renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
Adobe Experience Manager Sites Business Practitioner  Expert Renewal,ADOBE,Customer Transformation,Marketing Platforms,https://learning.adobe.com/certification,200,USD,
IBM Certified Application Developer - Operational Decision Manager Standard V8.9.1,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify,118,USD,
Certified Change Management Professional,ACMP,Talent Transformation,Cross-TT,https://www.acmpglobal.org/page/ccmp,54500,INR,
SailPoint Certified IdentityIQ Professional,SAIL_POINT,Hybrid Cloud Transformation,Security & Privacy,https://university.sailpoint.com/,28000,INR,
Blue Prism Certified Developer Exam,BLUEPRISM,Hybrid Cloud Management,Automation,https://www.blueprism.com/,14000,INR,
CDMP (Certified Data Management Professional),ACMP,Talent Transformation,Cross-TT,https://www.acmpglobal.org,367,USD,
IBM Certified Developer - Business Automation,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/,118,USD,
Certified Kanban Management Professional (KMP2),LKU,Cross Platform,Agile,https://resources.kanban.university,45200,INR,
Blue Prism Certified Associate Developer Exam (ASDEV01),BLUEPRISM,Hybrid Cloud Management,Automation,https://www.blueprism.com/,13000,INR,
IBM Certified Developer - Datacap V9.1.8,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify,118,USD,
Certified Information Systems Security Professional Exam (CIISP),ISC,Hybrid Cloud Transformation,Security & Privacy,https://www.isc2.org,937,USD,
IBM Certified Solution Developer - App Connect Enterprise V11,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0003107,118,USD,
IBM Certified Deployment Professional - FileNet P8 V5.5.3,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0004702,118,USD,
Project Management Professional,PMI,PDE,Project & Program Management,https://www.pmi.org/certifications/project-management-pmp,49117,INR,
Certified Kubernetes Security Specialist (CKS),CNCF,Hybrid Cloud Transformation,Cloud Application Development,https://training.linuxfoundation.org/certification/certified-kubernetes-security-specialist/,300,USD,
Certified Data Privacy Solutions Engineer,ISACA,Hybrid Cloud Transformation,Security & Privacy,https://www.isaca.org/credentialing/certified-data-privacy-solutions-engineer,69200,INR,
IBM Certified Solution Implementer - DataPower,IBM,Hybrid Cloud Management,Cross-HCM,https://ibm.certify.com,14000,INR,
Certified Ethical Hacker (Annual Renewal),ECC,Hybrid Cloud Transformation,Security & Privacy,https://www.eccouncil.org/,84,USD,
IBM Certified Administrator - Cloud Pak for Integration V2021.2,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify,118,USD,
IBM Certified System Administrator - WebSphere Application Server Network Deployment V9.0,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=01007011,118,USD,
Salesforce OmniStudio Developer,SALESFORCE,Customer Transformation,Salesforce,https://www.salesforce.com/,200,USD,
InsightIDR Certified Specialist,Other_Vendor,Data & Technology Transformation,Cross-DTT,https://www.rapid7.com,156,USD,
Certified Accessibility Testing Professional,VISKILLS,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.vskills.in/certification/,5000,INR,
Certified kubernetes application developer,KUBERNETES,Hybrid Cloud Transformation,Cloud Application Development,https://acloudguru.com/course/certified-kubernetes-application-developer,375,USD,
SailPoint Certified IdentityIQ Associate,SAIL_POINT,Hybrid Cloud Transformation,Security & Privacy,https://university.sailpoint.com/,28000,INR,
HashiCorp certified- Terraform Associate,Other_Vendor,Hybrid Cloud Transformation,Cloud Application Development,https://www.hashicorp.com/,70,USD,
Salesforce Certified OmniStudio Consultant,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/administratoroverview,17500,INR,
HashiCorp Certified: Vault Associate,Other_Vendor,Hybrid Cloud Transformation,Cloud Application Development,https://www.hashicorp.com/,84,USD,
Certified Mobile Testing (Appium) Professional,VISKILLS,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.vskills.in/certification/,5000,INR,
Designing a Blue Prism (Version 6.0) Environment - ATA02/ATA02_OP,BLUEPRISM,Hybrid Cloud Management,Automation,https://www.blueprism.com,13000,INR,
Pega Certified Decisioning Consultant [PEGAPCDC86V1],PEGA,Industries,Cross-Industry,https://academy.pega.com/exam/pega-certified-decisioning-consultant-2,16000,INR,
IBM Cloud Professional Sales Engineer,IBM,Hybrid Cloud Transformation,Cloud Advisory,https://www.ibm.com/certify/cert?id=C0010200,118,USD,
Salesforce Certified Marketing Cloud Email Specialist,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/credentials/marketingcloudemailspecialist,18500,INR,
Java SE 11 Developer 1Z0-819,ORACLE,Hybrid Cloud Management,Custom AMS,https://education.oracle.com/certification,18500,INR,
ABCP (Associate Business Continuity Professional)_renewal,Other_Vendor,Cognitive Process Services,Cross-CPS,https://drii.org/,75,USD,
IBM Certified System Administrator - MQ V9.1,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0003407,118,USD,
IBM Certified Administrator - Security Guardium V10.0,IBM,Hybrid Cloud Transformation,Security & Privacy,http://www.ibm.com/certify,10000,INR,
IBM Certified Associate Developer - OpenPages Fundamentals V2,IBM,Hybrid Cloud Management,Custom AMS,https://www.ibm.com/certify/cert.html?id=C0003002,10500,INR,
MySQL 8.0 Database Developer (1Z0-909),ORACLE,Finance & Supply Chain Transformation,Oracle,https://education.oracle.com/certification,18500,INR,
IBM Cognos Analytics Developer V11.1.x,IBM,Data & Technology Transformation,Cognitive & Analytics,http://www.ibm.com/certify,118,USD,
F5 Certified Solution Expert   401â€“Security Solutions,F5NET,Hybrid Cloud Transformation,Security & Privacy,https://www.f5.com/,250,USD,
IBM Certified Solution Implementer - API Connect 2018.x,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/cert.html?id=C0002603,118,USD,
IBM Certified Solutions Specialist - Rational Team Concert V6,IBM,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.ibm.com/certify,10000,INR,
"Cloud Data and Application Integration R36, Professional Certification",INFORMATICA,Cognitive Process Services,Cross-CPS,https://www.informatica.com/,340,USD,
IBM CÃºram SPM V7.X Application Developer  C1000-004,IBM,Data & Technology Transformation,Edge,http://www.ibm.com/certify,118,USD,
IBM Certified Solution Architect - WebSphere Hybrid Edition V5.0,IBM,Hybrid Cloud Transformation,Cross-HCT,https://www.ibm.com/certify/,118,USD,
IBM Certified Administrator - Cloud Pak for Security V1.x,IBM,Hybrid Cloud Transformation,Security & Privacy,https://www.ibm.com/training/certification/,118,USD,
Salesforce UX Designer,SALESFORCE,Customer Transformation,Salesforce,https://trailhead.salesforce.com/help?article=Salesforce-Certified-User-Experience-Designer-Exam-Guide,200,USD,
Tableau Certified Data Analyst,TABLEAU,Data & Technology Transformation,Cross-DTT,https://www.tableau.com/learn/certification,295,USD,
SAFe Certified membership Renewal,SCALED_AGILE,Cross Platform,Agile,https://www.scaledagile.com,295,USD,Only for the Internal SMEs approved by Agile Competency Lead/SAL
Cisco Certified Network Associate(CCNA),CISCO,Hybrid Cloud Transformation,Security & Privacy,https://www.cisco.com,25000,INR,
PCAP -Certified Associate in Python Programming,PYTHON,Hybrid Cloud Management,Custom AMS,https://pythoninstitute.org/certification/,360,USD,
Certified Payment Card Industry Security Implementer,SISA,Hybrid Cloud Transformation,Security & Privacy,https://www.sisainfosec.com,34000,INR,
PL-400: Microsoft Power Platform Developer,MICROSOFT,Data & Technology Transformation,Microsoft,https://docs.microsoft.com,15000,INR,
Certified Forcepoint DLP Administrator Certification Exam,Other_Vendor,Data & Technology Transformation,Cross-DTT,https://learn.forcepoint.com/,300,USD,
ISTQB Certified Cloud Testing-FL (CCT-Foundation Level),ISTQB,Hybrid Cloud Management,iGNITE (Test Innovation),https://www.istqb.org/,29500,INR,
MB-340: Microsoft Dynamics 365 Commerce Functional Consultant,MICROSOFT,Data & Technology Transformation,Microsoft,https://docs.microsoft.com,15000,INR,
PCNSE-Palo Alto Networks Certified Network Security Engineer,PALOALTO,Hybrid Cloud Transformation,Security & Privacy,https://www.paloaltonetworks.com,18000,INR,
Claim Mastery Level Certification (Duck Creek Claims Developer Certification ),Other_Vendor,Industries,Insurance,https://www.duckcreek.com/product/duck-creek-university/,1062,USD,DC Claim Application Training - 10 days full time
MB-500: Microsoft Dynamics 365: Finance and Operations Apps Developer,MICROSOFT,Data & Technology Transformation,Microsoft,https://docs.microsoft.com,15000,INR,
IBM Cloud Satellite Specialty v1,IBM,Hybrid Cloud Transformation,Cloud Advisory,https://www.ibm.com/certify/specialty?id=S2000-013,118,USD,Practitioners should have completed the learning path https://yourlearning.ibm.com/activity/PLAN-5E61CE6D0469
IBM Cloud for Financial Services v1 Specialty,IBM,Hybrid Cloud Transformation,Cloud Application Development,https://www.ibm.com/certify/,118,USD,Practitioners should have completed the learning path https://icct.yourlearning.ibm.com/role-based-certifications/ibm-cloud-financial-services-specialty-overview
C1000-078-IBM Db2 12 for z/OS Administrator,IBM,Hybrid Cloud Management,Custom AMS,https://www.ibm.com/certify/exam?id=C1000-078,15000,INR,
P_C4HCD_1905_SAP Certified Development Professional - SAP Commerce Cloud 1905 Developer,SAP,SAP CX & Commerce,Next Gen EA,SAP Customer Experience,,,
C_C4H620_03 - SAP Certified Development Associate - SAP Customer Data Cloud,SAP,SAP CX & Commerce,Next Gen EA,SAP Customer Experience,,,
C_C4HCBU1808 - SAP Certified Application Associate – SAP Commerce Cloud Business User,SAP,SAP CX & Commerce,Next Gen EA,SAP Customer Experience,,,
C_C4HL2C_92 - SAP Certified Business Associate - SAP C/4HANA Business Processes: Lead to Cash,SAP,SAP CX & Commerce,Next Gen EA,SAP Customer Experience,,,
C_C4HMC92 - SAP Certified Technology Associate - SAP Marketing Cloud (1902) Implementation,SAP,SAP CX & Commerce,Next Gen EA,SAP Customer Experience,,,
E_C4HYCP1811 - SAP Certified Product Support Specialist - SAP Commerce,SAP,SAP CX & Commerce,Next Gen EA,SAP Customer Experience,,,
